מנהל/ת צוות פיתוח JAVA (משרה 29666),no_hyperlink,משרה מלאה,no_hyperlink,"דרוש/ה מנהל/ת צוות פיתוח JAVA להשתלבות במיזם חדשני.
התפקיד כולל ניהול צוות פיתוח, תכנון והובלת תהליך ה- Delivery החל משלב הייזום ועד העלייה לאוויר, שותפות בתהליכי קבלת החלטות וכו'.
התפקיד כולל פיתוח מאפס של מוצר חדשני בטכנולוגיות מתקדמות של ניתוח ועיבוד מידע תוך שימוש בטכנולוגיות של Machine Learning ו- AI.
מיקום המשרה, בת""א.

דרישות:
ניסיון רב בתפקידי הובלה וניהול צוות פיתוח - חובה. 
ניסיון רב בפיתוח מערכות WEB בסביבת JAVA ו- JavaScript - חובה. 
ניסיון בניהול והובלת ה- Delivery, עבודה מול תפקידי מפתח בארגון - חובה.
נדרשות יכולות להתמודדות וניהול סיכונים, דינמיות ואסרטיביות - חובה.",no_hyperlink,לפרטי המשרה המלאים,https://linkatch.com/r/companies/ness/jobs/rkGFkG5l8,1111111,,
מומחה/ית מערכת בתחום הדימות (משרה 29518),no_hyperlink,משרה מלאה,no_hyperlink,"ל- NESS דרוש/ה מומחה/ית מערכת בתחום הדימות.
התפקיד כולל הגדרת צרכים עסקיים, כתיבת אפיונים פונקציונליים, בניית תוכניות עבודה, תכנון ומעקב שוטף אחר ביצוע המשימות והתקדמות הפרויקטים, הדרכה והטמעה של תהליכים חדשים.
עבודה מול ממשקים מגוונים, חוץ ופנים ארגוניים.
משרה מלאה, באזור המרכז. 

דרישות:
ניסיון בניהול מערכת דימות/ אפיון/ ניהול תהליכי הטמעה של מערכות מידע - חובה.
היכרות מעמיקה עם מערכות הדימות (PACS / RIS ) - חובה.
ידע ב- SQL - חובה. 
השכלה רלוונטית - חובה.
ניסיון בעבודה במערכות מידע רפואיות - יתרון משמעותי.",no_hyperlink,לפרטי המשרה המלאים,https://linkatch.com/r/companies/ness/jobs/B1d07p_lU,1111111,,
איש/ אשת סיסטם מתחיל/ה (משרה 29322),no_hyperlink,משרה מלאה,no_hyperlink,"חברת NESS מגייסת איש/ אשת סיסטם מתחיל/ה.
התפקיד כולל ניהול ותפעול מערך VDI, ניהול תחנות באמצעות SCCM ועבודה על מערכות שליטה ובקרה.
העבודה הינה במשרה מלאה, ברמת גן. 

דרישות:
ידע וניסיון במערכות הפעלה Windows 7 ו- Windows 10 - חובה.
ניסיון ב- 2012 SCCM - חובה.
ידע בבניית Images - חובה.
ידע בכתיבת סקריפטים - יתרון.",no_hyperlink,לפרטי המשרה המלאים,https://linkatch.com/r/companies/ness/jobs/Sy_4X6uxU,1111111,,
תומך/ת אפליקטיבי/ת (משרה 29532),no_hyperlink,משרה מלאה,no_hyperlink,"ל- Ness דרוש/ה תומך/ת אפליקטיבי/ת.
התפקיד כולל תמיכה בתקלות תוכנה, Windows ותמיכה אפליקטיבית על מערכות ייעודיות.
משרה מלאה, בתל אביב. 

דרישות:
ניסיון בתמיכה טכנית או הטמעת מערכות מידע - חובה.
שליטה מלאה ביישומי Office ו- Windows - חובה.
היכרות עם Active Directory - יתרון משמעותי.
היכרות עם מערכות פיננסיות ו/או יישומי חינוך - יתרון.",no_hyperlink,לפרטי המשרה המלאים,https://linkatch.com/r/companies/ness/jobs/H11fGaug8,1111111,,
תומכ/ת מחשוב ואפליקציות (משרה 29726),no_hyperlink,משרה מלאה,no_hyperlink,"ל- Ness דרוש/ה תומכ/ת מחשוב. 
התפקיד כולל מתן תמיכה במערכות מחשוב ומערכות פנים ארגוניות למשתמשי קצה. 
משרה מלאה, במרכז הארץ.

דרישות:
סיווג ברמה 2 צבאי/ אזרחי - חובה.
שירותיות, ראש גדול ורצון להשפיע!",no_hyperlink,לפרטי המשרה המלאים,https://linkatch.com/r/companies/ness/jobs/Sy7YZadeL,1111111,,
תומך/ת אפליקטיבי/ת (משרה 28985),no_hyperlink,משמרות,no_hyperlink,"מעוניין/ת בדריסת רגל בתחום מערכות המידע?
ל - NESS דרוש/ה תומך/ת אפליקטיבי/ת - המשרה מיועדת לסטודנטים/יות. 
התפקיד כולל תמיכה טלפונית על מערכת קמיליון עבור משתמשים פנים ארגוניים.  
הכשרה על מערכות מידע רפואיות על חשבון החברה!
המשרה ממוקמת בתל אביב, משרה במשמרות, כולל סופי שבוע.

דרישות התפקיד:
סטודנט/ית בתואר רלוונטי עם יתרת לימודים של שנתיים לפחות - חובה. 
אוריינטציה טכנולוגית - חובה. 
בעל/ת ניסיון בתמיכה טלפונית - יתרון. 
נכונות לעבודה בסופי שבוע.",no_hyperlink,לפרטי המשרה המלאים,https://linkatch.com/r/companies/ness/jobs/SyZ7NUde8,1111111,,
מטמיע/ת SAP (משרה 29639),no_hyperlink,משרה מלאה,no_hyperlink,"אוהב/ת אנשים והעברת ידע? מעוניין/ת להשתלב בתחום הדרכת ה- SAP? אנחנו מחפשים אותך!
ל- NESS דרוש/ה מטמיע/ת SAP להשתלבות בפעילות דינמית בתחום הרפואה. 
התפקיד כולל הדרכות פרטניות על מערכת ה- SAP מודולים לוגיסטיים.
משרה מלאה, באזור הצפון.
למה כדאי לעבוד ב- Ness?
חטיבת פתרונות ההדרכה והלמידה שלנו מובילה את פרויקטי ה- SAP הגדולים בשוק, ומהווה בית חם לפיתוח מקצועי.
למצטיינים/ות - אופק לפיתוח קריירה עתידית בתחום.

דרישות התפקיד:
ניסיון/היכרות עם מערכת ה-SAP - חובה.
ניסיון בהדרכת מערכות מידע - יתרון משמעותי.",no_hyperlink,לפרטי המשרה המלאים,https://linkatch.com/r/companies/ness/jobs/Bk9_XIdgU,1111111,,
מהנדס/ת בדיקות מורכבות (משרה 29458),no_hyperlink,משרה מלאה,no_hyperlink,"ל- Ness דרוש/ה בודק/ת מנוס/ה, להשתלבות בעבודה על מערכות אוויוניקה מהמתקדמות בעולם.
התפקיד כולל ביצוע בדיקות ידניות על מערכות מורכבות, משולבות חומרה ותוכנה,
תכנון וכתיבת מסמכי בדיקות, עבודה מול מגוון ממשקים בארגון.
משרה מלאה, בלוד. 

דרישות:
תואר ראשון בהנדסת אלקטרוניקה/ תוכנה/ מדעי המחשב - חובה.
ניסיון של שנתיים לפחות בתחום הבדיקות על מערכות משולבות חומרה ותוכנה - חובה.
לפחות שנת ניסיון אחת בפיתוח בדיקות למערכות משובצות (Embedded) המשלבות מספר דיסציפלינות ומערכות Real Time - חובה.
ניסיון בכתיבת תוכנות C++\ C#\ C - יתרון משמעותי.
רקע והבנה בסימולטורים/ מערכת הידראוליקה/ הנעה - יתרון.",no_hyperlink,לפרטי המשרה המלאים,https://linkatch.com/r/companies/ness/jobs/BkKXZL_xU,1111111,,
איש/ אשת אבטחת מידע (משרה 28869),no_hyperlink,משרה מלאה,no_hyperlink,"ל- Ness דרוש/ה איש/ אשת אבטחת מידע.
השתלבות בצוות מוביל בתפקיד הכולל תחזוקה של מערכות אבטחת מידע, אפיון ופתרון תקלות, הובלה של פרויקטים מורכבים בתחום תשתיות אבטחת מידע, עבודה עם מערכות הלבנה, השחרה, אנטי וירוס ועוד. 
משרה מלאה, באזור השרון.

דרישות התפקיד:
ניסיון כאיש/ אשת סיסטם - חובה.
ניסיון בחקירת אירועי אבטחת מידע - חובה.
ניסיון בהטמעת מוצרי אבטחת מידע - יתרון משמעותי.
ניסיון בעבודה בסביבת Linux - יתרון.",no_hyperlink,לפרטי המשרה המלאים,https://linkatch.com/r/companies/ness/jobs/SyGg1LOxL,1111111,,
הנדסאי/ת לתחום הולידציה (משרה 29448),no_hyperlink,משרה מלאה,no_hyperlink,"ל- NESS דרוש/ה הנדסאי/ת להשתלבות בצוות בדיקות מוביל ואיכותי.
התפקיד כולל בדיקות חומרה ותוכנה לרכיבים על בורדים, כתיבה של מסמכים, תמיכה במערכות ממוחשבות ועוד.
העבודה הינה בסביבה טכנולוגית, מאתגרת ומתקדמת.
משרה מלאה, בחיפה.

דרישות:
השכלה כהנדסאי/ת תוכנה/ מחשבים/ אלקטרוניקה - חובה. 
ניסיון של שנה ומעלה בתעשייה - חובה.
אנגלית ברמה טובה מאוד - חובה.
ניסיון בעבודה עם רשתות LAN - יתרון משמעותי.",no_hyperlink,לפרטי המשרה המלאים,https://linkatch.com/r/companies/ness/jobs/B1ewaSulU,1111111,,
